gene_id	gene_name	gene_type	seqnames	start	end	gene_length	strand	scr_1	scr_2	Elf3kd_1	Elf3kd_2
3680	ENSMUSG00000024736.15	Tmem132a	protein_coding	chr19	10857822	10869940	12118	-	6038	7442	7056	7120
3681	ENSMUSG00000024737.2	Slc15a3	protein_coding	chr19	10839727	10859362	19635	+	3	11	16	10
3682	ENSMUSG00000024740.10	Ddb1	protein_coding	chr19	10605327	10629819	24492	+	96788	82324	92304	90318
3683	ENSMUSG00000024742.15	Fen1	protein_coding	chr19	10199132	10204169	5037	-	52	93	35	13
3684	ENSMUSG00000024743.16	Syt7	protein_coding	chr19	10389090	10453180	64090	+	21	28	27	30
3685	ENSMUSG00000024747.3	Aldh1a7	protein_coding	chr19	20692953	20727562	34609	-	422	848	874	822
3686	ENSMUSG00000024750.11	Zfand5	protein_coding	chr19	21272278	21286840	14562	+	8891	9867	10384	10651
3687	ENSMUSG00000024754.13	Cemip2	protein_coding	chr19	21778342	21858360	80018	+	6344	6317	3463	3414
3688	ENSMUSG00000024758.15	Rtn3	protein_coding	chr19	7425901	7483281	57380	-	26348	23467	32280	32312
3689	ENSMUSG00000024759.14	Atl3	protein_coding	chr19	7494040	7539674	45634	+	13294	15361	12080	12148
3690	ENSMUSG00000024761.3	Gm16437	processed_pseudogene	chr19	7668287	7668790	503	+	100	94	115	113
3691	ENSMUSG00000024764.10	Naa40	protein_coding	chr19	7225668	7241183	15515	-	5455	4871	5254	5286
3692	ENSMUSG00000024767.11	Otub1	protein_coding	chr19	7198202	7206316	8114	-	10566	10459	8079	8318
3693	ENSMUSG00000024769.7	Cdc42bpg	protein_coding	chr19	6306456	6325652	19196	+	5079	7109	7363	6912
3694	ENSMUSG00000024770.14	Lipn	protein_coding	chr19	34067358	34084918	17560	+	1	9	21	34
3695	ENSMUSG00000024772.9	Ehd1	protein_coding	chr19	6276725	6300096	23371	+	18694	21919	18249	17460
3696	ENSMUSG00000024773.15	Atg2a	protein_coding	chr19	6241668	6262335	20667	+	6221	5091	7640	7481
3697	ENSMUSG00000024776.17	Stambpl1	protein_coding	chr19	34192229	34240333	48104	+	1922	3581	1848	1799
3698	ENSMUSG00000024777.10	Ppp2r5b	protein_coding	chr19	6227765	6235872	8107	-	4024	3375	5904	5934
3699	ENSMUSG00000024778.13	Fas	protein_coding	chr19	34290666	34327772	37106	+	1028	1333	1034	1002
3700	ENSMUSG00000024780.7	Cdc37l1	protein_coding	chr19	28990352	29026681	36329	+	7211	4967	5078	4827
3701	ENSMUSG00000024781.16	Lipa	protein_coding	chr19	34492318	34527474	35156	-	8080	7254	3187	3403
3702	ENSMUSG00000024782.7	Ak3	protein_coding	chr19	29020833	29047961	27128	-	11054	15364	8602	8669
3703	ENSMUSG00000024785.7	Rcl1	protein_coding	chr19	29101375	29143929	42554	+	4104	5468	2660	2653
3704	ENSMUSG00000024787.14	Snx15	protein_coding	chr19	6119399	6128304	8905	-	2249	3035	2253	2261
3705	ENSMUSG00000024789.13	Jak2	protein_coding	chr19	29251828	29313080	61252	+	14944	13393	9325	9662
3706	ENSMUSG00000024790.8	Sac3d1	protein_coding	chr19	6116000	6118650	2650	-	2836	3466	2530	2559
3707	ENSMUSG00000024791.10	Cdca5	protein_coding	chr19	6084983	6091777	6794	+	2913	3837	770	759
3708	ENSMUSG00000024792.9	Zfpl1	protein_coding	chr19	6080762	6084956	4194	-	1529	1527	1455	1536
3709	ENSMUSG00000024795.11	Kif20b	protein_coding	chr19	34922361	34975745	53384	+	9673	11994	3120	3115
3710	ENSMUSG00000024797.14	Vps51	protein_coding	chr19	6067842	6077231	9389	-	3069	2946	2959	3083
3711	ENSMUSG00000024799.16	Tm7sf2	protein_coding	chr19	6062821	6068373	5552	-	1002	1136	1883	1869
3712	ENSMUSG00000024800.8	Rpp30	protein_coding	chr19	36083716	36104777	21061	+	1758	3098	1328	1329
3713	ENSMUSG00000024803.9	Ankrd1	protein_coding	chr19	36111961	36120099	8138	-	127339	65784	176468	172195
3714	ENSMUSG00000024805.16	Pcgf5	protein_coding	chr19	36348309	36460970	112661	+	2676	2965	2341	2298
3715	ENSMUSG00000024806.4	Mlana	protein_coding	chr19	29697824	29708634	10810	+	35	7	30	27
3716	ENSMUSG00000024807.18	Syvn1	protein_coding	chr19	6046576	6053712	7136	+	5488	4858	5354	5477
3717	ENSMUSG00000024810.16	Il33	protein_coding	chr19	29925114	29960718	35604	+	3439	13525	633	610
3718	ENSMUSG00000024811.11	Tnks2	protein_coding	chr19	36834232	36893477	59245	+	52044	37949	43501	45111
3719	ENSMUSG00000024812.11	Tjp2	protein_coding	chr19	24094505	24225030	130525	-	19880	16246	18101	17805
3720	ENSMUSG00000024816.12	Frmd8	protein_coding	chr19	5849702	5875274	25572	-	11748	8808	12364	12489
3721	ENSMUSG00000024817.13	Uhrf2	protein_coding	chr19	30030513	30093722	63209	+	10921	10509	8001	8368
3722	ENSMUSG00000024818.15	Slc25a45	protein_coding	chr19	5877808	5885878	8070	+	57	63	130	106
3723	ENSMUSG00000024824.7	Rad9a	protein_coding	chr19	4195196	4201662	6466	-	2875	3127	1800	1740
3724	ENSMUSG00000024826.15	Dpf2	protein_coding	chr19	5896516	5913010	16494	-	6085	5138	1794	1676
3725	ENSMUSG00000024827.10	Gldc	protein_coding	chr19	30098447	30175429	76982	-	2428	8262	2444	2501
3726	ENSMUSG00000024829.12	Mrpl21	protein_coding	chr19	3282901	3292837	9936	+	2113	2498	1893	1850
3727	ENSMUSG00000024830.17	Rps6kb2	protein_coding	chr19	4153991	4163354	9363	-	1489	1751	1482	1310
3728	ENSMUSG00000024831.14	Ighmbp2	protein_coding	chr19	3259076	3283017	23941	-	1602	1655	1141	1156
3729	ENSMUSG00000024833.15	Pola2	protein_coding	chr19	5940542	5964202	23660	-	3627	6456	1537	1535
3730	ENSMUSG00000024835.15	Coro1b	protein_coding	chr19	4148619	4154035	5416	+	15512	14052	13111	13055
3731	ENSMUSG00000024837.15	Dmrt1	protein_coding	chr19	25505618	25604329	98711	+	4	2	3	2
3732	ENSMUSG00000024841.8	Eif1ad	protein_coding	chr19	5366741	5371526	4785	+	3368	5061	3419	3349
3733	ENSMUSG00000024842.8	Cabp4	protein_coding	chr19	4135423	4144033	8610	-	14	5	5	2
3734	ENSMUSG00000024843.15	Chka	protein_coding	chr19	3851773	3894369	42596	+	11264	19273	9615	9859
3735	ENSMUSG00000024844.15	Banf1	protein_coding	chr19	5364638	5367168	2530	-	7996	10504	4940	5077
3736	ENSMUSG00000024845.17	Tmem134	protein_coding	chr19	4125934	4132307	6373	+	2818	3133	2381	2512
3737	ENSMUSG00000024846.6	Cst6	protein_coding	chr19	5344705	5349574	4869	-	2	5	4	4
3738	ENSMUSG00000024847.15	Aip	protein_coding	chr19	4114446	4125858	11412	-	6171	7079	5309	5209
3739	ENSMUSG00000024851.14	Pitpnm1	protein_coding	chr19	4099998	4113965	13967	+	6434	7516	6045	5942
3740	ENSMUSG00000024853.10	Sf3b2	protein_coding	chr19	5273932	5295455	21523	-	28384	32822	21852	22062
3741	ENSMUSG00000024854.4	Pold4	protein_coding	chr19	4231899	4233634	1735	+	521	665	650	618
3742	ENSMUSG00000024855.10	Pacs1	protein_coding	chr19	5133158	5273119	139961	-	633	496	622	710
3743	ENSMUSG00000024856.10	Cdk2ap2	protein_coding	chr19	4097182	4099019	1837	+	1986	2973	1612	1594
3744	ENSMUSG00000024858.14	Grk2	protein_coding	chr19	4286001	4306222	20221	-	6906	9632	8022	7902
3745	ENSMUSG00000024862.16	Klc2	protein_coding	chr19	5107746	5118560	10814	-	3635	3872	4380	4405
3746	ENSMUSG00000024866.10	Acy3	protein_coding	chr19	3986570	3990007	3437	+	223	361	388	410
3747	ENSMUSG00000024867.14	Pip5k1b	protein_coding	chr19	24294794	24555872	261078	-	7790	5243	9676	9548
3748	ENSMUSG00000024869.10	Gm49405	protein_coding	chr19	4000626	4005816	5190	+	63	111	66	61
3749	ENSMUSG00000024870.6	Rab1b	protein_coding	chr19	5099205	5107072	7867	-	15152	14291	13117	13254
3750	ENSMUSG00000024871.11	Doc2g	protein_coding	chr19	4003313	4007005	3692	+	89	113	55	50
3751	ENSMUSG00000024873.7	Cnih2	protein_coding	chr19	5092868	5098521	5653	-	30	40	38	43
3752	ENSMUSG00000024875.5	Yif1a	protein_coding	chr19	5088538	5092881	4343	+	2506	3508	2634	2610
3753	ENSMUSG00000024878.9	Cbwd1	protein_coding	chr19	24919916	24961610	41694	-	1705	1852	1537	1523
3754	ENSMUSG00000024883.8	Rin1	protein_coding	chr19	5050481	5057071	6590	+	8696	7483	7387	6917
3755	ENSMUSG00000024885.9	Aldh3b1	protein_coding	chr19	3913491	3929808	16317	-	3454	4190	2706	2713
3756	ENSMUSG00000024887.10	Asah2	protein_coding	chr19	31982597	32108211	125614	-	1315	1775	1517	1537
3757	ENSMUSG00000024889.5	Rce1	protein_coding	chr19	4622591	4625641	3050	-	2069	2434	1657	1753
3758	ENSMUSG00000024891.6	Slc29a2	protein_coding	chr19	5023860	5031972	8112	+	484	498	347	340
3759	ENSMUSG00000024892.17	Pcx	protein_coding	chr19	4510472	4621752	111280	+	848	1162	986	896
3760	ENSMUSG00000024896.9	Minpp1	protein_coding	chr19	32485769	32515364	29595	+	3219	6121	3385	3402
3761	ENSMUSG00000024897.9	Apba1	protein_coding	chr19	23758887	23949596	190709	+	21	21	26	22
3762	ENSMUSG00000024899.7	Papss2	protein_coding	chr19	32595790	32667187	71397	+	588	713	1261	1055
3763	ENSMUSG00000024900.5	Cpt1a	protein_coding	chr19	3322334	3385733	63399	+	7091	6675	7005	7106
3764	ENSMUSG00000024901.15	Peli3	protein_coding	chr19	4929717	4943127	13410	-	117	45	164	193
3765	ENSMUSG00000024902.5	Mrpl11	protein_coding	chr19	4962147	4966999	4852	+	3274	3299	2765	2931
3766	ENSMUSG00000024905.15	Tesmin	protein_coding	chr19	3388857	3407823	18966	+	9	3	16	10
3767	ENSMUSG00000024906.10	Mus81	protein_coding	chr19	5482345	5488402	6057	-	1421	1403	1461	1530
3768	ENSMUSG00000024908.15	Ppp6r3	protein_coding	chr19	3454928	3575749	120821	-	13103	16224	14844	15098
3769	ENSMUSG00000024909.15	Efemp2	protein_coding	chr19	5473954	5482517	8563	+	6835	10996	12506	12359
3770	ENSMUSG00000024910.5	Ctsw	protein_coding	chr19	5465043	5468507	3464	-	38	41	54	44
3771	ENSMUSG00000024911.7	Fibp	protein_coding	chr19	5460615	5465051	4436	+	1986	2309	2431	2491
3772	ENSMUSG00000024912.6	Fosl1	protein_coding	chr19	5447547	5455946	8399	+	416	739	548	599
3773	ENSMUSG00000024913.16	Lrp5	protein_coding	chr19	3584828	3686564	101736	-	10784	13638	10426	10259
3774	ENSMUSG00000024914.16	Drap1	protein_coding	chr19	5422805	5424979	2174	-	3762	5507	3877	3917
3775	ENSMUSG00000024921.17	Smarca2	protein_coding	chr19	26605050	26778322	173272	+	167	490	294	346
3776	ENSMUSG00000024924.14	Vldlr	protein_coding	chr19	27216484	27254231	37747	+	3149	4366	3333	3455
3777	ENSMUSG00000024925.11	Rnaseh2c	protein_coding	chr19	5601873	5607019	5146	+	1881	2548	1099	1223
3778	ENSMUSG00000024926.10	Kat5	protein_coding	chr19	5603014	5610237	7223	-	2201	2329	1693	1639
3779	ENSMUSG00000024927.8	Rela	protein_coding	chr19	5637483	5648130	10647	+	11503	8674	11950	11732
3780	ENSMUSG00000024936.8	Kcnk7	protein_coding	chr19	5704367	5707109	2742	+	11	27	6	9
3781	ENSMUSG00000024937.15	Ehbp1l1	protein_coding	chr19	5707376	5726317	18941	-	9629	11145	14841	13869
3782	ENSMUSG00000024940.11	Ltbp3	protein_coding	chr19	5740904	5758532	17628	+	24526	24787	19971	19416
3783	ENSMUSG00000024941.9	Scyl1	protein_coding	chr19	5758351	5771419	13068	-	7747	9007	9213	8952
3784	ENSMUSG00000024942.17	Capn1	protein_coding	chr19	5988545	6015897	27352	-	7450	8299	6315	6270
3785	ENSMUSG00000024943.9	Smc5	protein_coding	chr19	23206451	23273897	67446	-	10339	11359	5803	5890
3786	ENSMUSG00000024944.6	Arl2	protein_coding	chr19	6134374	6141548	7174	-	6516	4904	4838	4700
3787	ENSMUSG00000024947.17	Men1	protein_coding	chr19	6334979	6340891	5912	+	4738	4707	4978	4846
3788	ENSMUSG00000024948.15	Map4k2	protein_coding	chr19	6341135	6355615	14480	+	2478	3061	1416	1457
3789	ENSMUSG00000024949.17	Sf1	protein_coding	chr19	6363690	6378030	14340	+	14821	23586	11168	11142
3790	ENSMUSG00000024952.13	Rps6ka4	protein_coding	chr19	6829085	6840636	11551	-	7750	9914	5538	5523
3791	ENSMUSG00000024953.17	Prdx5	protein_coding	chr19	6906697	6910106	3409	-	10074	11953	11898	11981
3792	ENSMUSG00000024955.14	Esrra	protein_coding	chr19	6910977	6921813	10836	-	4176	5166	4165	4205
3793	ENSMUSG00000024957.9	Kcnk4	protein_coding	chr19	6923966	6934515	10549	-	5	10	4	6
3794	ENSMUSG00000024958.13	Gpr137	protein_coding	chr19	6938057	6942480	4423	-	1829	2190	1480	1491
3795	ENSMUSG00000024959.14	Bad	protein_coding	chr19	6941861	6951899	10038	+	1811	2707	1918	1951
3796	ENSMUSG00000024960.9	Plcb3	protein_coding	chr19	6952325	6976470	24145	-	8561	12214	9644	9410
3797	ENSMUSG00000024962.13	Vegfb	protein_coding	chr19	6982473	6987651	5178	-	2456	3240	2032	2044
3798	ENSMUSG00000024963.12	Dnajc4	protein_coding	chr19	6987911	6992572	4661	-	751	848	655	620
3799	ENSMUSG00000024965.9	Fermt3	protein_coding	chr19	6998958	7019469	20511	-	92	87	38	48
3800	ENSMUSG00000024966.9	Stip1	protein_coding	chr19	7020702	7039967	19265	-	28951	39974	13927	13810
3801	ENSMUSG00000024968.14	Rcor2	protein_coding	chr19	7267325	7275225	7900	+	85	120	121	114
3802	ENSMUSG00000024969.15	Mark2	protein_coding	chr19	7275396	7341860	66464	-	12829	11430	10913	10977
3803	ENSMUSG00000024970.5	Spindoc	protein_coding	chr19	7354078	7382994	28916	-	1695	1438	2036	2036
3804	ENSMUSG00000024974.10	Smc3	protein_coding	chr19	53600398	53645833	45435	+	10041	14562	6063	6365
3805	ENSMUSG00000024975.13	Pdcd4	protein_coding	chr19	53892231	53929860	37629	+	2247	1165	1707	1817
3806	ENSMUSG00000024976.14	Shoc2	protein_coding	chr19	53944306	54033133	88827	+	11096	10034	8288	8247
3807	ENSMUSG00000024978.11	Gpam	protein_coding	chr19	55067268	55127238	59970	-	2219	2711	1699	1667
3808	ENSMUSG00000024981.6	Acsl5	protein_coding	chr19	55251938	55297720	45782	+	7378	16662	6815	6855
3809	ENSMUSG00000024982.10	Zdhhc6	protein_coding	chr19	55271291	55316032	44741	-	4591	5039	3552	3643
3810	ENSMUSG00000024983.10	Vti1a	protein_coding	chr19	55316295	55627309	311014	+	2051	2831	2024	1880
3811	ENSMUSG00000024985.19	Tcf7l2	protein_coding	chr19	55741820	55933654	191834	+	777	1107	395	418
3812	ENSMUSG00000024986.12	Hhex	protein_coding	chr19	37434810	37440731	5921	+	5258	5645	5341	5066
3813	ENSMUSG00000024987.6	Cyp26a1	protein_coding	chr19	37697798	37701536	3738	+	19	4	12	3
3814	ENSMUSG00000024989.15	Cep55	protein_coding	chr19	38055011	38074423	19412	+	4716	4984	1082	1067
3815	ENSMUSG00000024990.13	Rbp4	protein_coding	chr19	38116629	38125281	8652	-	6449	7699	6332	6503
3816	ENSMUSG00000024991.8	Eif3a	protein_coding	chr19	60761117	60790658	29541	-	49886	59531	48835	48814
3817	ENSMUSG00000024993.15	Fam45a	protein_coding	chr19	60811585	60836227	24642	+	2623	3124	3202	2988
3818	ENSMUSG00000024997.7	Prdx3	protein_coding	chr19	60864051	60874556	10505	-	5688	8308	5025	5269
3819	ENSMUSG00000024998.17	Plce1	protein_coding	chr19	38481109	38785030	303921	+	231	508	750	717
3820	ENSMUSG00000024999.7	Noc3l	protein_coding	chr19	38788128	38819237	31109	-	4389	4950	3036	3112
3821	ENSMUSG00000025001.11	Hells	protein_coding	chr19	38930915	38971051	40136	+	9799	17090	3885	4018
3822	ENSMUSG00000025002.5	Cyp2c55	protein_coding	chr19	39007019	39042693	35674	+	23	44	62	55
3823	ENSMUSG00000025006.17	Sorbs1	protein_coding	chr19	40294753	40513779	219026	-	1800	1791	1989	1920
3824	ENSMUSG00000025007.13	Aldh18a1	protein_coding	chr19	40550257	40588463	38206	-	3783	6667	4105	3991
3825	ENSMUSG00000025008.15	Tctn3	protein_coding	chr19	40596446	40612233	15787	-	745	978	608	596
3826	ENSMUSG00000025010.14	Ccnj	protein_coding	chr19	40831279	40848572	17293	+	1317	1042	1203	1201
3827	ENSMUSG00000025013.15	Tll2	protein_coding	chr19	41082753	41206835	124082	-	1	1	1	4
3828	ENSMUSG00000025016.11	Tm9sf3	protein_coding	chr19	41210844	41263997	53153	-	52428	41074	57108	57981
3829	ENSMUSG00000025017.10	Pik3ap1	protein_coding	chr19	41272377	41385102	112725	-	5474	4992	5672	5837
3830	ENSMUSG00000025019.17	Lcor	protein_coding	chr19	41482637	41586536	103899	+	8258	6185	3099	2993
3831	ENSMUSG00000025020.11	Slit1	protein_coding	chr19	41600257	41743665	143408	-	22	42	17	14
3832	ENSMUSG00000025024.7	Smndc1	protein_coding	chr19	53379390	53390578	11188	-	4101	4845	4160	3972
3833	ENSMUSG00000025025.14	Mxi1	protein_coding	chr19	53310518	53375810	65292	+	1129	1290	946	882
3834	ENSMUSG00000025026.15	Add3	protein_coding	chr19	53140443	53247399	106956	+	809	1428	1084	1067
3835	ENSMUSG00000025027.18	Xpnpep1	protein_coding	chr19	52931926	53040214	108288	-	12067	12918	10477	10465
3836	ENSMUSG00000025034.9	Trim8	protein_coding	chr19	46501702	46516848	15146	+	8072	7932	6612	6583
3837	ENSMUSG00000025035.9	Arl3	protein_coding	chr19	46531096	46573198	42102	-	910	1704	1320	1363
3838	ENSMUSG00000025036.7	Sfxn2	protein_coding	chr19	46573365	46598066	24701	+	265	499	240	279
3839	ENSMUSG00000025037.6	Maoa	protein_coding	chrX	16619698	16687818	68120	+	24118	13164	21497	22589
3840	ENSMUSG00000025040.13	Fundc1	protein_coding	chrX	17556564	17572325	15761	-	2277	2670	2265	2216
3841	ENSMUSG00000025041.17	Nt5c2	protein_coding	chr19	46883317	47015153	131836	-	7315	6715	6930	7359
3842	ENSMUSG00000025047.9	Pdcd11	protein_coding	chr19	47090768	47131865	41097	+	8090	10055	6303	6176
3843	ENSMUSG00000025049.6	Taf5	protein_coding	chr19	47067746	47083479	15733	+	1104	903	517	544
3844	ENSMUSG00000025050.8	Pcgf6	protein_coding	chr19	47033617	47050906	17289	-	2257	2828	1661	1661
3845	ENSMUSG00000025059.16	Gk	protein_coding	chrX	85701937	85776819	74882	-	2205	2607	1727	1745
3846	ENSMUSG00000025060.15	Slk	protein_coding	chr19	47579678	47645246	65568	+	25921	23432	25871	25466
3847	ENSMUSG00000025064.15	Col17a1	protein_coding	chr19	47646344	47692094	45750	-	6	7	3	3
3848	ENSMUSG00000025066.10	Sfr1	protein_coding	chr19	47731682	47735588	3906	+	9979	13007	9192	9370
3849	ENSMUSG00000025068.8	Gsto1	protein_coding	chr19	47854970	47864790	9820	+	38173	31506	30949	30552
3850	ENSMUSG00000025069.15	Gsto2	protein_coding	chr19	47865534	47886324	20790	+	367	301	508	457
3851	ENSMUSG00000025075.14	Habp2	protein_coding	chr19	56287137	56320822	33685	+	7730	2863	5908	6024
3852	ENSMUSG00000025076.11	Casp7	protein_coding	chr19	56397129	56442344	45215	+	263	313	265	302
3853	ENSMUSG00000025077.13	Dclre1a	protein_coding	chr19	56529167	56548222	19055	-	1401	1749	796	728
3854	ENSMUSG00000025078.9	Nhlrc2	protein_coding	chr19	56548261	56603503	55242	+	5637	5345	4989	5014
3855	ENSMUSG00000025082.8	Vwa2	protein_coding	chr19	56874249	56912078	37829	+	27	10	3	8
3856	ENSMUSG00000025083.18	Afap1l2	protein_coding	chr19	56912361	57008228	95867	-	1195	1428	630	607
3857	ENSMUSG00000025085.16	Ablim1	protein_coding	chr19	57032733	57314919	282186	-	7029	7199	4025	3590
3858	ENSMUSG00000025086.13	Trub1	protein_coding	chr19	57452912	57491005	38093	+	404	465	343	331
3859	ENSMUSG00000025089.15	Gfra1	protein_coding	chr19	58235604	58455909	220305	-	3	14	6	4
3860	ENSMUSG00000025091.4	Pnliprp2	protein_coding	chr19	58759719	58777534	17815	+	3	4	3	2
3861	ENSMUSG00000025092.7	Hspa12a	protein_coding	chr19	58795750	58943654	147904	-	11	24	11	11
3862	ENSMUSG00000025094.8	Slc18a2	protein_coding	chr19	59260896	59296012	35116	+	331	544	198	206
3863	ENSMUSG00000025102.14	3110040N11Rik	protein_coding	chr7	81782182	81789478	7296	-	333	621	302	359
3864	ENSMUSG00000025103.8	Btbd1	protein_coding	chr7	81792074	81829431	37357	-	2105	1971	2274	2350
3865	ENSMUSG00000025105.10	Bnc1	protein_coding	chr7	81966653	81992307	25654	-	655	3175	552	522
3866	ENSMUSG00000025129.2	Ppp1r27	protein_coding	chr11	120549979	120551132	1153	-	5	5	15	9
3867	ENSMUSG00000025130.11	P4hb	protein_coding	chr11	120560298	120573253	12955	-	62890	59471	50261	48917
3868	ENSMUSG00000025132.13	Arhgdia	protein_coding	chr11	120578104	120581624	3520	-	57981	55829	44440	42788
3869	ENSMUSG00000025133.9	Ints4	protein_coding	chr7	97480956	97541395	60439	+	2630	3037	2125	1972
3870	ENSMUSG00000025134.2	Alyref	protein_coding	chr11	120592121	120598365	6244	-	5188	7759	2666	2875
3871	ENSMUSG00000025135.12	Anapc11	protein_coding	chr11	120598421	120608198	9777	+	4695	4359	2078	2165
3872	ENSMUSG00000025137.15	Pcyt2	protein_coding	chr11	120610087	120617936	7849	-	1858	3238	1661	1502
3873	ENSMUSG00000025138.14	Sirt7	protein_coding	chr11	120618372	120625240	6868	-	2877	2797	1816	1791
3874	ENSMUSG00000025139.14	Tollip	protein_coding	chr7	141874813	141918507	43694	-	8465	5363	6633	6623
3875	ENSMUSG00000025140.15	Pycr1	protein_coding	chr11	120635712	120643769	8057	-	495	520	356	436
3876	ENSMUSG00000025142.18	Aspscr1	protein_coding	chr11	120672973	120709447	36474	+	2000	1912	1667	1623
3877	ENSMUSG00000025144.17	Cenpx	protein_coding	chr11	120710942	120713738	2796	-	1081	1173	491	526
3878	ENSMUSG00000025145.13	Lrrc45	protein_coding	chr11	120713925	120721128	7203	+	1423	2077	1024	996
3879	ENSMUSG00000025147.7	Mob2	protein_coding	chr7	142008535	142061065	52530	-	1389	1049	1147	1112
3880	ENSMUSG00000025150.10	Cbr2	protein_coding	chr11	120729489	120732114	2625	-	1	2	14	8
3881	ENSMUSG00000025151.16	Maged1	protein_coding	chrX	94535474	94542143	6669	-	8280	10560	9234	9484
3882	ENSMUSG00000025153.9	Fasn	protein_coding	chr11	120805846	120824547	18701	-	26645	35138	27676	26226
3883	ENSMUSG00000025154.15	Arhgap19	protein_coding	chr19	41766588	41802047	35459	-	3644	4658	1460	1446
3884	ENSMUSG00000025155.15	Dus1l	protein_coding	chr11	120789201	120796403	7202	-	2873	3802	2502	2522
3885	ENSMUSG00000025156.17	Gps1	protein_coding	chr11	120784272	120789102	4830	+	2757	3587	1647	1626
3886	ENSMUSG00000025157.8	Zdhhc16	protein_coding	chr19	41933480	41944104	10624	+	1599	2490	1995	1959
3887	ENSMUSG00000025158.7	Rfng	protein_coding	chr11	120780746	120784207	3461	-	685	1204	495	408
3888	ENSMUSG00000025159.8	Mms19	protein_coding	chr19	41941086	41981157	40071	-	4067	4858	4352	4275
3889	ENSMUSG00000025161.16	Slc16a3	protein_coding	chr11	120948480	120960868	12388	+	47	35	46	39
3890	ENSMUSG00000025162.18	Csnk1d	protein_coding	chr11	120958990	120991330	32340	-	14189	11698	13651	14081
3891	ENSMUSG00000025169.6	Ogfod3	protein_coding	chr11	121177591	121204711	27120	-	267	312	241	283
3892	ENSMUSG00000025171.2	Ubtd1	protein_coding	chr19	41981763	42034643	52880	+	2265	1997	3089	2838
3893	ENSMUSG00000025173.13	Wdr45b	protein_coding	chr11	121327224	121354445	27221	-	5575	4930	6045	6203
